title,budget,year,revenue,ratio,rating,production_company,abstract,url
Shaolin,29000000,2011-01-20,33662874.0,0.8614831876802913,5.3112449999999995,"[{'name': 'Emperor Motion Pictures', 'id': 2726}, {'name': 'China Film Group Corporation (CFGC)', 'id': 14714}]",Shaolin may refer to:,https://en.wikipedia.org/wiki/Shaolin
Get Rich or Die Tryin',40000000,2005-11-09,46442528.0,0.8612795582531597,9.820229,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'MTV Films', 'id': 746}, {'name': 'Cent Productions Inc.', 'id': 54336}]",| length       = 53:44,https://en.wikipedia.org/wiki/Get_Rich_or_Die_Tryin%27
Fantastic Mr. Fox,40000000,2009-10-23,46471023.0,0.8607514407419006,8.695893,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Indian Paintbrush', 'id': 9350}, {'name': 'American Empirical Pictures', 'id': 23449}]",,
Torque,40000000,2004-01-16,46546197.0,0.8593612921803258,5.5749830000000005,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Original Film', 'id': 333}, {'name': 'Warner Bros.', 'id': 6194}]","In physics and mechanics, torque is the rotational equivalent of linear force.Serway, R.",https://en.wikipedia.org/wiki/Torque
Kubo and the Two Strings,60000000,2016-08-18,69929545.0,0.8580064406253466,12.321832,"[{'name': 'Laika Entertainment', 'id': 11537}]",| screenplay =,https://en.wikipedia.org/wiki/Kubo_and_the_Two_Strings
Random Hearts,64000000,1999-10-08,74608570.0,0.857810302489379,4.140398,"[{'name': 'Columbia Pictures', 'id': 5}]",| writer         = Darryl Ponicsan,https://en.wikipedia.org/wiki/Random_Hearts
Disturbing Behavior,15000000,1998-07-24,17507368.0,0.8567821273877375,11.054751,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Beacon Communications', 'id': 919}, {'name': 'Hoyts Film Partnership', 'id': 2848}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Behavioral Problem Productions Ltd.', 'id': 33088}]",| music          = Mark Snow,https://en.wikipedia.org/wiki/Disturbing_Behavior
Kidnap,21000000,2017-08-04,24527158.0,0.8561937750798523,20.214579,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Gold Star Films', 'id': 68506}, {'name': 'Lotus Entertainment (I)', 'id': 74208}, {'name': '606 Films', 'id': 92392}, {'name': 'Well Go USA Entertainment', 'id': 92394}, {'name': 'Rumble Entertainment', 'id': 92395}]",,
Masterminds,25000000,2016-09-29,29200000.0,0.8561643835616438,9.434588,"[{'name': 'Broadway Video', 'id': 1756}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Surefire Entertainment Capital', 'id': 34594}, {'name': 'Michaels-Goldwyn', 'id': 58553}]",,
Miss Potter,30000000,2006-12-03,35078241.0,0.8552310248395865,8.599342,"[{'name': 'BBC Films', 'id': 288}]",| music          = Nigel Westlake,https://en.wikipedia.org/wiki/Miss_Potter
The 6th Day,82000000,2000-11-17,96085477.0,0.853406805692394,8.413110000000001,"[{'name': 'Phoenix Pictures', 'id': 11317}]",| writer         = Cormac Wibberley & Marianne Wibberley,https://en.wikipedia.org/wiki/The_6th_Day
Self/less,26000000,2015-07-10,30523226.0,0.8518103558254294,25.301568,"[{'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'Ram Bergman Productions', 'id': 11092}]",| writer           =,https://en.wikipedia.org/wiki/Self/less
W.,25100000,2008-10-17,29506464.0,0.8506610619286675,8.937049,"[{'name': 'Ixtlan Productions', 'id': 525}, {'name': 'Emperor Motion Pictures', 'id': 2726}, {'name': 'Global Entertainment Group', 'id': 2727}]",,
Assault on Precinct 13,30000000,2005-01-19,35294470.0,0.8499915142513828,11.552956,"[{'name': 'Rogue Pictures', 'id': 134}, {'name': 'Why Not Productions', 'id': 729}, {'name': 'Liaison Films', 'id': 20449}, {'name': 'Biscayne Pictures', 'id': 20450}]",Assault on Precinct 13 may refer to:,https://en.wikipedia.org/wiki/Assault_on_Precinct_13
The Story of Us,50000000,1999-10-13,58900031.0,0.8488959878476126,5.769957,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Castle Rock Entertainment', 'id': 97}]",The Story of Us may refer to:,https://en.wikipedia.org/wiki/The_Story_of_Us
Dracula 2000,28000000,2000-12-22,33000337.0,0.8484761837432145,6.000716000000001,"[{'name': 'Neo Art & Logic', 'id': 2811}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Wes Craven Films', 'id': 65507}]",| screenplay     = Joel SoissonUncredited:Scott DerricksonEhren KrugerPaul Harris Boardman,https://en.wikipedia.org/wiki/Dracula_2000
A Mighty Heart,16000000,2007-01-01,18928871.0,0.845269641279715,16.770196,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Revolution Films', 'id': 163}, {'name': 'Paramount Vantage', 'id': 838}]",thumb|right|Cover of A Mighty Heart,https://en.wikipedia.org/wiki/A_Mighty_Heart
Rules of Engagement,60000000,2000-04-07,71000000.0,0.8450704225352113,10.278274,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Seven Arts Pictures', 'id': 14159}, {'name': 'Munich Film Partners & Company (MFP) ROE Production', 'id': 54043}]",,
The Dark Tower,60000000,2017-08-03,71000000.0,0.8450704225352113,50.903593,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Sony Pictures Entertainment', 'id': 5752}]",Dark Tower may refer to:,https://en.wikipedia.org/wiki/The_Dark_Tower
Blade Runner,28000000,1982-06-25,33139618.0,0.8449101616077771,96.272374,"[{'name': 'Shaw Brothers', 'id': 5798}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Ladd Company', 'id': 7965}]",| based_on       =,https://en.wikipedia.org/wiki/Blade_Runner
xXx: State of the Union,60000000,2005-04-27,71073932.0,0.8441913696290223,19.144610999999998,"[{'name': 'Original Film', 'id': 333}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Revolution Studios', 'id': 497}]",,
American History X,20000000,1998-10-30,23875127.0,0.8376918790840359,18.157166,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'The Turman-Morrissey Company', 'id': 924}, {'name': 'Savoy Pictures', 'id': 11308}]",| music          = Anne Dudley,https://en.wikipedia.org/wiki/American_History_X
16 Blocks,55000000,2006-03-01,65664721.0,0.8375882690493728,11.887779,"[{'name': ""Donners' Company"", 'id': 431}, {'name': 'Cheyenne Enterprises', 'id': 890}, {'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Nu Image Entertainment GmbH', 'id': 4741}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Equity Pictures Medienfonds GmbH & Co. KG III', 'id': 10885}, {'name': '16 Block Productions', 'id': 10886}]",| runtime = 102 minutes,https://en.wikipedia.org/wiki/16_Blocks
Push,38000000,2009-02-06,45465299.0,0.8358022675711425,11.596222000000001,"[{'name': 'Icon Productions', 'id': 152}, {'name': 'Infinity Features Entertainment', 'id': 212}, {'name': 'Summit Entertainment', 'id': 491}]",Push  may refer to:,https://en.wikipedia.org/wiki/Push
Tin Cup,45000000,1996-08-16,53854588.0,0.8355834047045351,6.2496599999999995,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}]",| starring       =,https://en.wikipedia.org/wiki/Tin_Cup
The Brothers Grimm,88000000,2005-08-26,105316267.0,0.8355784201884026,15.66148,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Summit Entertainment', 'id': 491}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': 'Reforma Films', 'id': 1649}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Revolution Sun Studios', 'id': 76043}]",,
Donnie Brasco,35000000,1997-02-27,41954997.0,0.8342272077864765,12.201953999999999,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Mark Johnson Productions', 'id': 2604}, {'name': 'Phoenix Pictures', 'id': 11317}, {'name': 'Baltimore Pictures', 'id': 11407}]",,
Consenting Adults,18000000,1992-10-16,21591728.0,0.8336525913998175,2.967012,"[{'name': 'Permut Presentations', 'id': 455}, {'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Touchwood Pacific Partners 1', 'id': 8830}]",,
Igor,25000000,2008-09-19,30000000.0,0.8333333333333334,9.369432000000002,"[{'name': 'Exodus Film Group', 'id': 2879}, {'name': 'Exodus Productions', 'id': 10173}]",Igor may have the following meanings:,https://en.wikipedia.org/wiki/Igor
The Manchurian Candidate,80000000,1962-10-24,96105910.0,0.8324149888388758,7.991677,"[{'name': 'United Artists', 'id': 60}, {'name': 'MC Productions', 'id': 623}]",| english_release_date =,https://en.wikipedia.org/wiki/The_Manchurian_Candidate
The Manchurian Candidate,80000000,2004-07-30,96105964.0,0.8324145211217069,10.796939,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Clinica Estetico', 'id': 1274}]",| english_release_date =,https://en.wikipedia.org/wiki/The_Manchurian_Candidate
A Good Year,35000000,2006-09-09,42064105.0,0.8320633471222079,7.82187,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Scott Free Productions', 'id': 1645}]",| starring       = Russell CroweAlbert FinneyMarion CotillardTom HollanderFreddie Highmore,https://en.wikipedia.org/wiki/A_Good_Year
Seventh Son,95000000,2014-12-12,114178613.0,0.832029725216578,15.297820999999999,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Thunder Road Pictures', 'id': 3528}, {'name': 'Outlaw Sinema', 'id': 13444}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'Pendle Mountain Productions', 'id': 40112}, {'name': 'China Film Co.', 'id': 40890}]",Seventh Son may refer to:,https://en.wikipedia.org/wiki/Seventh_Son
Perfect Stranger,60795000,2007-04-12,73090611.0,0.8317757803392832,9.925255,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Revolution Studios', 'id': 497}]",Perfect Stranger may refer to:,https://en.wikipedia.org/wiki/Perfect_Stranger
The Preacher's Wife,40000000,1996-12-13,48093211.0,0.8317182231812303,4.182641,"[{'name': 'Touchstone Pictures', 'id': 9195}]",|starring       =,https://en.wikipedia.org/wiki/The_Preacher%27s_Wife
The International,50000000,2009-02-03,60161391.0,0.8310978049028155,6.583609,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': 'X-Filme Creative Pool', 'id': 1972}]",The International may refer to:,https://en.wikipedia.org/wiki/The_International
My Life in Ruins,17000000,2009-02-06,20455276.0,0.8310814285761776,7.196689999999999,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': '26 Films', 'id': 2157}]",| runtime = 95 minutes,https://en.wikipedia.org/wiki/My_Life_in_Ruins
Chain Reaction,50000000,1996-08-02,60209334.0,0.8304360250854128,15.874491,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Chicago Pacific Entertainment', 'id': 2377}, {'name': 'Zanuck Company, The', 'id': 20004}]",,
Godsend,25000000,2004-04-30,30114487.0,0.8301652291138149,11.271148,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': '2929 Productions', 'id': 846}, {'name': 'Artists Production Group (APG)', 'id': 18620}, {'name': 'Blue Productions', 'id': 57347}]",Godsend may refer to:,https://en.wikipedia.org/wiki/Godsend
Larry Crowne,30000000,2011-06-30,36160375.0,0.829637413881908,10.778027999999999,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Playtone Productions', 'id': 4170}, {'name': 'Vendome Pictures', 'id': 7460}]",| music = James Newton Howard,https://en.wikipedia.org/wiki/Larry_Crowne
Red Heat,29000000,1988-06-17,34994648.0,0.8286981483568573,14.250129999999999,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Oak Pictures', 'id': 5280}, {'name': 'Carolco Entertainment', 'id': 10320}, {'name': 'Lone Wolf', 'id': 80485}]",,
Let Me In,20000000,2010-10-01,24145613.0,0.8283078172419975,11.11946,"[{'name': 'Hammer Film Productions', 'id': 1314}, {'name': 'EFTI', 'id': 3576}, {'name': 'Exclusive Media Group', 'id': 11448}, {'name': 'Overture Films', 'id': 12807}]",Let Me In may refer to:,https://en.wikipedia.org/wiki/Let_Me_In
An American Werewolf in Paris,22000000,1997-12-25,26570463.0,0.827987077229328,7.145784,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cometstone Pictures', 'id': 10895}]",| story          = Anthony Waller,https://en.wikipedia.org/wiki/An_American_Werewolf_in_Paris
Trance,20000000,2013-03-27,24261569.0,0.8243489940819574,7.876299,"[{'name': 'Cloud Eight Films', 'id': 6708}, {'name': 'Pathé', 'id': 7981}, {'name': 'Decibel Films', 'id': 8286}, {'name': 'Film4', 'id': 9349}]",Trance is an abnormal state of wakefulness in which a person is not self-aware and is either altogether unresponsive to external stimuli (but nevertheless capable of pursuing and realizing an aim) or is selectively responsive in following the directions of the person (if any) who has induced the trance. Trance states may occur involuntarily and unbidden.,https://en.wikipedia.org/wiki/Trance
Miami Vice,135000000,2006-07-27,163794509.0,0.8242034536090584,11.72545,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Forward Pass', 'id': 675}, {'name': 'Motion Picture ETA Produktionsgesellschaft', 'id': 52844}, {'name': 'Foqus Arte Digital', 'id': 52845}, {'name': 'Metropolis Films', 'id': 52846}]",| creator              = Anthony Yerkovich,https://en.wikipedia.org/wiki/Miami_Vice
The Girl Next Door,25000000,2004-04-09,30411183.0,0.8220660143342664,13.083718,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Daybreak', 'id': 49241}]",,
Carlito's Way,30000000,1993-11-10,36516012.0,0.8215574033659535,8.698509,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Epic Productions', 'id': 1988}, {'name': 'Bregman/Baer Productions', 'id': 11393}]",| based_on       =,https://en.wikipedia.org/wiki/Carlito%27s_Way
Righteous Kill,60000000,2008-09-11,73174566.0,0.819957032611577,7.0946240000000005,"[{'name': 'Grosvenor Park Media Ltd.', 'id': 2053}, {'name': 'InVenture Entertainment', 'id': 2831}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Nu-Image Films', 'id': 21543}]",| writer         = Russell Gewirtz,https://en.wikipedia.org/wiki/Righteous_Kill
Peter Pan,100000000,2003-12-25,121975011.0,0.8198400572392652,8.98628,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Quinta Communications', 'id': 6370}]",Peter Pan is a fictional character created by Scottish novelist and playwright J. M.,https://en.wikipedia.org/wiki/Peter_Pan
The Shaggy Dog,50000000,2006-03-09,61112916.0,0.8181576542673893,4.878907,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Boxing Cat Films', 'id': 12626}]",,
Tears of the Sun,70000000,2003-03-07,85632458.0,0.8174470479406302,10.614987,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Cheyenne Enterprises', 'id': 890}, {'name': 'Michael Lobell Productions', 'id': 13473}]",| runtime        = 121 minutes,https://en.wikipedia.org/wiki/Tears_of_the_Sun
Snitch,35000000,2013-02-21,42930462.0,0.8152719157785909,13.542675,"[{'name': 'Front Street Productions', 'id': 1450}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}, {'name': 'Exclusive Media Group', 'id': 11448}, {'name': 'Spitfire Pictures', 'id': 14739}]",Snitch may refer to:,https://en.wikipedia.org/wiki/Snitch
Deep Blue Sea,60000000,1999-07-28,73648228.0,0.8146835521962592,7.493614999999999,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Riche-Ludwig Productions', 'id': 28438}, {'name': 'Groucho III Film Partnership', 'id': 28439}]",Deep Blue Sea or The Deep Blue Sea may refer to:,https://en.wikipedia.org/wiki/Deep_Blue_Sea
Evolution,80000000,2001-06-08,98376292.0,0.8132040593682877,5.395127,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Montecito Picture Company, The', 'id': 4607}]",Evolution is change in the heritable characteristics of biological populations over successive generations. These characteristics are the expressions of genes that are passed on from parent to offspring during reproduction.,https://en.wikipedia.org/wiki/Evolution
The Family,30000000,2013-09-13,36894225.0,0.8131353890751195,8.047735000000001,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'TF1', 'id': 22123}, {'name': 'Malavita', 'id': 31824}]",,
The Air Up There,17080000,1994-01-07,21011500.0,0.8128881802822264,1.8962729999999999,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'Nomura Babcock & Brown', 'id': 12883}, {'name': 'NBB Unit One Film Partners', 'id': 82606}, {'name': 'Longview Entertainment', 'id': 82607}]",| music          = David Newman,https://en.wikipedia.org/wiki/The_Air_Up_There
Left Behind,16000000,2014-10-03,19682924.0,0.8128873535253197,11.519053,"[{'name': 'Stoney Lake Entertainment', 'id': 16558}]","Left Behind is a multimedia franchise that started with a series of 16 bestselling religious novels by Tim LaHaye and Jerry B. Jenkins that dealt with Christian dispensationalist End Times: the pretribulation, premillennial, Christian eschatological interpretation of the Biblical apocalypse.",https://en.wikipedia.org/wiki/Left_Behind
A Man Apart,36000000,2003-04-04,44350926.0,0.8117079674954251,17.714247,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Newman/Tooley Films', 'id': 16791}, {'name': 'Joseph Nittolo Entertainment', 'id': 21975}, {'name': '""DIA"" Productions GmbH & Co. KG', 'id': 37103}]",| writer         =,https://en.wikipedia.org/wiki/A_Man_Apart
Cinderella Man,88000000,2005-06-02,108539911.0,0.8107616745696429,6.363884,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Parkway Pictures (I)', 'id': 631}, {'name': 'Touchstone Pictures', 'id': 9195}]",| screenplay     =,https://en.wikipedia.org/wiki/Cinderella_Man
Keeping the Faith,30000000,2000-04-14,37036004.0,0.8100225931501681,6.045585,"[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Triple Threat Talent', 'id': 53666}]",| music          = Elmer Bernstein,https://en.wikipedia.org/wiki/Keeping_the_Faith
RED,58000000,2010-10-13,71664962.0,0.8093215761420484,12.595165,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Summit Entertainment', 'id': 491}, {'name': 'DC Entertainment', 'id': 9993}]",WRED may refer to:,https://en.wikipedia.org/wiki/WRED
The Core,60000000,2003-03-28,74208267.0,0.8085352538956341,11.664861,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'David Foster Productions', 'id': 496}, {'name': 'Horsepower Films', 'id': 2199}, {'name': 'LivePlanet', 'id': 7161}, {'name': 'Core Productions', 'id': 12213}, {'name': 'Munich Film Partners New Century & Company (MFP) Core Productions', 'id': 12214}]",Core}},https://en.wikipedia.org/wiki/The_Core
The Kingdom,70000000,2007-08-22,86658558.0,0.8077678836982263,13.842332999999998,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Forward Pass', 'id': 675}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'FilmWorks', 'id': 7786}, {'name': 'MDBF Zweite Filmgesellschaft', 'id': 12246}]",The Kingdom may refer to:,https://en.wikipedia.org/wiki/The_Kingdom
The Railway Man,18000000,2013-12-26,22309223.0,0.8068411885075514,6.0994209999999995,"[{'name': 'Archer Street Productions', 'id': 1471}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Pictures in Paradise', 'id': 3207}, {'name': 'Silver Reel', 'id': 12075}, {'name': 'Latitude Media', 'id': 15577}, {'name': 'Thai Occidental Productions', 'id': 15578}]",The Railway Man may refer to:,https://en.wikipedia.org/wiki/The_Railway_Man
Paris,19000000,2008-01-19,23550000.0,0.8067940552016986,4.249948000000001,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Canal+', 'id': 5358}, {'name': 'Studio Canal', 'id': 5870}, {'name': 'TPS Star', 'id': 6586}, {'name': 'Ce Qui Me Meut Motion Pictures', 'id': 10572}, {'name': 'StudioCanal Image', 'id': 10573}, {'name': 'Uni Etoile 4', 'id': 10574}]","| image_caption                   = Clockwise from top: skyline of Paris on the Seine with the Eiffel Tower, Notre-Dame de Paris, the Pont Royal leading to the Louvre, and the Arc de Triomphe",https://en.wikipedia.org/wiki/Paris
The Island of Dr. Moreau,40000000,1996-08-23,49627779.0,0.8060002040389517,12.725342999999999,"[{'name': 'New Line Cinema', 'id': 12}]",,
Ladder 49,60000000,2004-10-01,74541707.0,0.8049185136047394,7.650411,"[{'name': 'Casey Silver Productions', 'id': 877}, {'name': 'Beacon Communications', 'id': 919}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Beacon Pictures', 'id': 10157}, {'name': 'Fantail Films Inc.', 'id': 53987}]",| runtime = 114 minutes,https://en.wikipedia.org/wiki/Ladder_49
Kicking & Screaming,45000000,2005-05-13,56070433.0,0.8025620205215822,9.875573,"[{'name': 'Universal Pictures', 'id': 33}]",,
Welcome Home Roscoe Jenkins,35000000,2008-02-08,43650785.0,0.8018183407239984,4.386145,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}]",,
Black Book,21000000,2006-09-01,26193068.0,0.801738841742403,7.440511,"[{'name': 'CoBo Fund', 'id': 234}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Motel Films', 'id': 865}, {'name': 'Motion Investment Group', 'id': 1991}, {'name': 'Egoli Tossell Film AG', 'id': 2254}, {'name': 'Filmförderungsanstalt (FFA)', 'id': 4247}, {'name': 'Nederlands Fonds voor de Film', 'id': 4508}, {'name': 'Medienboard Berlin-Brandenburg', 'id': 7307}, {'name': 'uFilm', 'id': 8676}, {'name': 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'id': 11921}, {'name': 'Fu Works', 'id': 12046}, {'name': 'Hector BV', 'id': 16618}, {'name': 'Media Programme of the European Community', 'id': 21972}, {'name': 'Euroimages Fund of the Council of Europe', 'id': 23192}, {'name': 'VIP 4 Medienfonds', 'id': 23238}, {'name': 'ContentFilm International', 'id': 25487}, {'name': 'Clockwork Pictures', 'id': 25488}]",,
The Rescuers Down Under,37931000,1990-11-16,47431461.0,0.7997012784404849,1.562471,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}, {'name': 'Silver Screen Partners IV', 'id': 10282}]",| producer    = Thomas Schumacher,https://en.wikipedia.org/wiki/The_Rescuers_Down_Under
Forces of Nature,75000000,1999-03-12,93888180.0,0.7988225993943008,7.906035,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Roth-Arnold Productions', 'id': 1560}]",,
Dinner for Schmucks,69000000,2010-07-30,86387857.0,0.7987233668731938,11.623717999999998,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Everyman Pictures', 'id': 2242}, {'name': 'Reliance BIG Entertainment', 'id': 6733}, {'name': 'Parkes/MacDonald Productions', 'id': 11084}]",| screenplay     =,https://en.wikipedia.org/wiki/Dinner_for_Schmucks
Arthur and the Invisibles,86000000,2006-12-13,107944236.0,0.7967076630196355,11.621534,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'Sofica Europacorp', 'id': 854}, {'name': 'Avalanche Productions', 'id': 2525}, {'name': 'EuropaCorp', 'id': 6896}]",| writer         =,https://en.wikipedia.org/wiki/Arthur_and_the_Invisibles
The Nice Guys,50000000,2016-05-15,62788218.0,0.7963277441637219,16.075615,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Waypoint Entertainment', 'id': 22842}, {'name': 'Bloom', 'id': 32554}, {'name': 'Nice Guys', 'id': 79791}, {'name': 'Misty Mountains', 'id': 79792}]",| starring       =,https://en.wikipedia.org/wiki/The_Nice_Guys
Hardball,32000000,2001-09-14,40222729.0,0.795570086753686,7.674549000000001,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'GHS Productions KG', 'id': 3858}, {'name': 'Munich Film Partners & Company (MFP) GHS Productions', 'id': 3859}, {'name': 'Nides/McCormick Productions', 'id': 3860}]","Hardball, in English, more specifically American English, generally refers to baseball (as opposed to its variant softball), especially when played very competitively. Metaphorically, it refers to uncompromising and ruthless methods or dealings, especially in politics.",https://en.wikipedia.org/wiki/Hardball
Judge Dredd,90000000,1995-06-30,113493481.0,0.7929970885288117,8.184814999999999,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]",|alliances=Mega-City One Justice Department,https://en.wikipedia.org/wiki/Judge_Dredd
Reds,32000000,1981-12-25,40382659.0,0.7924193401925317,5.463216,"[{'name': 'Barclays Mercantile Industrial Finance', 'id': 553}, {'name': 'JRS Productions', 'id': 44485}]",Reds may refer to:,https://en.wikipedia.org/wiki/Reds
Rumor Has It...,70000000,2005-12-23,88933562.0,0.7871044229623907,6.158212000000001,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Section Eight', 'id': 129}, {'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Warner Bros.', 'id': 6194}]",,
I Don't Know How She Does It,24000000,2011-09-16,30551495.0,0.7855589390961064,6.562982000000001,"[{'name': 'The Weinstein Company', 'id': 308}]",| starring       = Sarah Jessica ParkerPierce BrosnanGreg KinnearChristina HendricksKelsey GrammerSeth MeyersOlivia Munn,https://en.wikipedia.org/wiki/I_Don%27t_Know_How_She_Does_It
3:10 to Yuma,55000000,2007-09-06,70016220.0,0.7855322666662097,18.079094,"[{'name': 'Tree Line Films', 'id': 84}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Yuma', 'id': 10880}]",3:10 to Yuma may refer to:,https://en.wikipedia.org/wiki/3:10_to_Yuma
Point Break,105000000,2015-12-03,133718711.0,0.7852304229884477,7.291872,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'DMG Entertainment', 'id': 10289}, {'name': 'Ehman Productions', 'id': 70993}]",| screenplay = W. Peter Iliff,https://en.wikipedia.org/wiki/Point_Break
The Bling Ring,15000000,2013-06-12,19145732.0,0.7834644295658165,7.913028999999999,"[{'name': 'Pathé Distribution', 'id': 3012}, {'name': 'A24', 'id': 41077}]",| writer         = Sofia Coppola,https://en.wikipedia.org/wiki/The_Bling_Ring
