title,budget,year,revenue,ratio,rating,production_company,abstract,url
The Mechanic,40000000,2011-01-13,51070807.0,0.7832263155739834,9.832342,"[{'name': 'CBS Films', 'id': 5490}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Chartoff-Winkler Productions', 'id': 12252}, {'name': 'Scared Productions', 'id': 22035}, {'name': 'Nu Image Entertainment GmbH', 'id': 22443}]",The Mechanic may refer to:,https://en.wikipedia.org/wiki/The_Mechanic
Tuck Everlasting,15000000,2002-10-11,19158074.0,0.782959706701206,5.951492,"[{'name': 'Walt Disney Pictures', 'id': 2}]",| publisher = Scholastic,https://en.wikipedia.org/wiki/Tuck_Everlasting
Raging Bull,18000000,1980-11-14,23000000.0,0.782608695652174,8.868558,"[{'name': 'United Artists', 'id': 60}]",| screenplay     =,https://en.wikipedia.org/wiki/Raging_Bull
Cloud Atlas,102000000,2012-10-26,130482868.0,0.7817118182901989,13.494245999999999,"[{'name': 'Anarchos Productions', 'id': 450}, {'name': 'X-Filme Creative Pool', 'id': 1972}, {'name': 'Ascension Pictures', 'id': 7829}, {'name': 'ARD Degeto Film', 'id': 10947}, {'name': 'Cloud Atlas Productions', 'id': 11080}, {'name': 'Five Drops', 'id': 11082}, {'name': 'Media Asia Group', 'id': 11083}, {'name': 'Dreams of Dragon Picture', 'id': 19621}]",,
Midnight Run,30000000,1988-07-20,38413606.0,0.7809732832684336,5.564321,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'City Light Films', 'id': 136}]",| music          = Danny Elfman,https://en.wikipedia.org/wiki/Midnight_Run
In the Valley of Elah,23000000,2007-08-31,29541790.0,0.7785581036220216,9.604552,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Blackfriars Bridge Films', 'id': 2087}, {'name': 'NALA Films', 'id': 2088}, {'name': 'Samuels Media', 'id': 2089}, {'name': 'Warner Independent Pictures (WIP)', 'id': 11509}]",Summit Entertainment,https://en.wikipedia.org/wiki/In_the_Valley_of_Elah
The Abyss,70000000,1989-08-09,90000098.0,0.7777769308651197,9.809585,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lightstorm Entertainment', 'id': 574}, {'name': 'Pacific Western', 'id': 1280}]",| music          = Alan Silvestri,https://en.wikipedia.org/wiki/The_Abyss
Aliens in the Attic,45000000,2009-07-31,57881056.0,0.7774564444712273,11.618472,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Josephson Entertainment', 'id': 1894}, {'name': 'New Upstairs Productions', 'id': 3855}, {'name': 'Upstairs Canada Productions', 'id': 3856}]",| story          = Mark Burton,https://en.wikipedia.org/wiki/Aliens_in_the_Attic
Boys and Girls,16000000,2000-06-16,20627372.0,0.775668369194098,10.070988,"[{'name': 'Punch 21 Productions', 'id': 13158}]",Boys and Girls may refer to:,https://en.wikipedia.org/wiki/Boys_and_Girls
New Nightmare,14000000,1994-10-13,18090181.0,0.7739004933118138,9.860522,"[{'name': 'New Line Cinema', 'id': 12}]",,
The Island,126000000,2005-07-20,162949164.0,0.77324729324785,11.443647,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Parkes/MacDonald Productions', 'id': 11084}]",,
Seven Psychopaths,15000000,2012-09-07,19422261.0,0.7723096708462521,9.643538000000001,"[{'name': 'Blueprint Pictures', 'id': 2376}, {'name': 'CBS Films', 'id': 5490}, {'name': 'British Film Institute (BFI)', 'id': 7281}, {'name': 'Film4', 'id': 9349}]",| writer         = Martin McDonagh,https://en.wikipedia.org/wiki/Seven_Psychopaths
The Light Between Oceans,20000000,2016-09-02,25956113.0,0.7705313965923942,8.483245,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Heyday Films', 'id': 7364}]",The Light Between Oceans is a 2012 Australian historical fiction novel by M. L.,https://en.wikipedia.org/wiki/The_Light_Between_Oceans
The Sentinel,60000000,2006-04-19,77920346.0,0.7700171146570627,12.915358,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Major Studio Partners', 'id': 445}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Sentinel Productions', 'id': 28537}, {'name': 'Furthur Films', 'id': 33433}]",,
Queen of the Damned,35000000,2002-02-10,45479110.0,0.769584101359943,8.436243,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'WV Films LLC', 'id': 67988}, {'name': 'Material', 'id': 67989}]",| based_on =,https://en.wikipedia.org/wiki/Queen_of_the_Damned
Nocturnal Animals,22500000,2016-11-04,29252978.0,0.7691524603067763,18.908782000000002,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Artina Films', 'id': 2394}, {'name': 'Fade to Black Productions', 'id': 9351}, {'name': 'Focus Features', 'id': 10146}]",| director       = Tom Ford,https://en.wikipedia.org/wiki/Nocturnal_Animals
Crazy/Beautiful,13000000,2001-06-29,16929123.0,0.7679074692764651,6.236729,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Ufland', 'id': 12548}]",| runtime = 99 minutes,https://en.wikipedia.org/wiki/Crazy/Beautiful
Jack,45000000,1996-08-09,58620973.0,0.7676433483968272,6.2872449999999995,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Great Oaks Entertainment', 'id': 2173}]",Jack may refer to:,https://en.wikipedia.org/wiki/Jack
Zodiac,65000000,2007-03-02,84785914.0,0.7666367788404097,19.083823000000002,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Phoenix Pictures', 'id': 11317}]","The zodiac is an area of the sky that extends approximately 8° north or south (as measured in celestial latitude) of the ecliptic, the apparent path of the Sun across the celestial sphere over the course of the year. The paths of the Moon and visible planets are also within the belt of the zodiac.",https://en.wikipedia.org/wiki/Zodiac
Priest,60000000,2011-05-05,78309131.0,0.7661941747252948,8.259952,"[{'name': 'Screen Gems', 'id': 3287}, {'name': 'Stars Road Entertainment', 'id': 8931}, {'name': 'Buckaroo Entertainment', 'id': 11250}, {'name': 'Michael De Luca Productions', 'id': 11370}, {'name': 'TOKYOPOP', 'id': 22641}]","A priest is a religious leader authorized to perform the sacred rituals of a religion, especially as a mediatory agent between humans and one or more deities. They also have the authority or power to administer religious rites; in particular, rites of sacrifice to, and propitiation of, a deity or deities.",https://en.wikipedia.org/wiki/Priest
RoboCop 2,35000000,1990-06-22,45681173.0,0.7661799752821583,10.969876,"[{'name': 'Orion Pictures', 'id': 41}]",| story          = Frank Miller,https://en.wikipedia.org/wiki/RoboCop_2
Wild Wild West,170000000,1999-06-29,222104681.0,0.7654048497969298,9.887602000000001,"[{'name': 'Todman, Simon, LeMasters Productions', 'id': 2507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Peters Entertainment', 'id': 16774}, {'name': 'Sonnenfeld Josephson Worldwide Entertainment', 'id': 57088}]",,
Starman,22000000,1984-12-13,28744356.0,0.7653676429557162,9.763928,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Delphi II Productions', 'id': 7585}, {'name': 'Industrial Light & Magic (ILM)', 'id': 8805}]","Starman, Star Men, or variation, may refer to:",https://en.wikipedia.org/wiki/Starman
The Thing,15000000,1982-06-25,19629760.0,0.764145868314233,16.83125,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Turman-Foster Company', 'id': 662}]",,
Killers,75000000,2010-06-04,98159963.0,0.7640589677076386,6.540621,"[{'name': 'Katalyst Films', 'id': 817}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Aversano Films', 'id': 60022}]",Killers or The Killers may refer to:,https://en.wikipedia.org/wiki/Killers
Magnolia,37000000,1999-12-08,48451803.0,0.7636454725946937,9.091636,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Ghoulardi Film Company', 'id': 178}, {'name': 'The Magnolia Project', 'id': 179}]","Magnolia is a large genus of about 210The number of species in the genus Magnolia depends on the taxonomic view that one takes up. Recent molecular and morphological research shows that former genera Talauma, Dugandiodendron, Manglietia, Michelia, Elmerrillia, Kmeria, Parakmeria, Pachylarnax (and a small number of monospecific genera) all belong within the same genus, Magnolia s.",https://en.wikipedia.org/wiki/Magnolia
The BFG,140000000,2016-06-01,183345589.0,0.7635853186519802,18.769476,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'Walden Media', 'id': 10221}]","The BFG (short for The Big Friendly Giant) is a 1982 children's book written by British novelist Roald Dahl and illustrated by Quentin Blake. It is an expansion of a short story from Dahl's 1975 book Danny, the Champion of the World.",https://en.wikipedia.org/wiki/The_BFG
Ghosts of the Abyss,13000000,2003-04-10,17040871.0,0.762871803911901,4.835446,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Earthship Productions', 'id': 28995}]",| runtime        = 61 minutes,https://en.wikipedia.org/wiki/Ghosts_of_the_Abyss
Going the Distance,32000000,2010-09-01,42045846.0,0.7610739952764893,6.876053,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Offspring Entertainment', 'id': 2378}]",Going the Distance can refer to the following:,https://en.wikipedia.org/wiki/Going_the_Distance
Elektra,43000000,2005-01-13,56681566.0,0.7586240648326477,13.802674,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'Horseshoe Bay Productions', 'id': 19552}, {'name': 'Elektra Productions', 'id': 19553}, {'name': 'SAI Productions', 'id': 19554}]",,
Herbie Fully Loaded,50000000,2005-06-22,66002004.0,0.7575527555193627,9.35239,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Robert Simonds Productions', 'id': 3929}]",,
Parker,35000000,2013-01-23,46216641.0,0.7573029809760514,13.963892000000001,"[{'name': 'SND', 'id': 2902}]",Parker may refer to:,https://en.wikipedia.org/wiki/Parker
Cats & Dogs 2 : The Revenge of Kitty Galore,85000000,2010-07-30,112483764.0,0.7556646130725142,7.941636999999999,"[{'name': 'Village Roadshow Pictures', 'id': 79}]",,
Altered States,15000000,1980-12-25,19853892.0,0.7555193712144702,10.603299,"[{'name': 'Warner Bros.', 'id': 6194}]",| screenplay     = Sidney Aaron,https://en.wikipedia.org/wiki/Altered_States
An Ideal Husband,14000000,1999-04-15,18535191.0,0.755319974852161,3.873796,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Pyramide Productions', 'id': 186}]","An Ideal Husband is an 1895 stage play by Oscar Wilde that revolves around blackmail and political corruption, and touches on the themes of public and private honour. The action is set in London, in ""the present"", and takes place over the course of twenty-four hours.",https://en.wikipedia.org/wiki/An_Ideal_Husband
Forbidden Kingdom,26000000,2014-01-30,34592118.0,0.7516163075068141,5.653476,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Ankor-Film', 'id': 21450}]",Forbidden Kingdom may refer to:,https://en.wikipedia.org/wiki/Forbidden_Kingdom
The Tailor of Panama,21000000,2001-02-11,28008462.0,0.7497734077651247,6.226933,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Merlin Films', 'id': 3201}]",The Tailor of Panama is a 1996 novel by John le Carré. A 2001 film was released based on the novel.,https://en.wikipedia.org/wiki/The_Tailor_of_Panama
Runaway Jury,60000000,2003-10-09,80154140.0,0.748557716419888,8.810961,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'New Regency Pictures', 'id': 10104}]",| screenplay     =,https://en.wikipedia.org/wiki/Runaway_Jury
The Ghost Writer,45000000,2010-02-12,60222298.0,0.7472315320813563,6.764819999999999,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Runteam Ltd.', 'id': 265}, {'name': 'R.P. Productions', 'id': 355}, {'name': 'France 2 Cinéma', 'id': 15671}]","The Ghost Writer is a 1979 novel by the American author Philip Roth. It is the first of Roth's novels narrated by Nathan Zuckerman, one of the author's putative fictional alter egos, and constitutes the first book in his Zuckerman Bound trilogy.",https://en.wikipedia.org/wiki/The_Ghost_Writer
The Emoji Movie,50000000,2017-07-28,66913939.0,0.7472284661047977,33.694599,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures Animation', 'id': 2251}]",| story          =,https://en.wikipedia.org/wiki/The_Emoji_Movie
Wimbledon,31000000,2004-09-13,41512007.0,0.7467718918047013,14.224013000000001,"[{'name': 'Universal Pictures', 'id': 33}]",,
Caligula,17500000,1979-01-21,23438120.0,0.7466469153669322,11.157288000000001,"[{'name': 'Penthouse Films International', 'id': 12872}, {'name': 'Felix Cinematorgrafica', 'id': 12873}]",| issue        =,https://en.wikipedia.org/wiki/Caligula
Mulholland Drive,15000000,2001-05-16,20117339.0,0.7456254527499885,18.184055999999998,"[{'name': 'Asymmetrical Productions', 'id': 373}, {'name': 'Les Films Alain Sarde', 'id': 635}, {'name': 'Babbo Inc.', 'id': 636}, {'name': 'The Picture Factory', 'id': 637}, {'name': 'Canal+', 'id': 5358}]",in Woodland Hills,https://en.wikipedia.org/wiki/Mulholland_Drive
Safe,30000000,2012-04-16,40346186.0,0.7435647077024827,8.234382,"[{'name': 'Lawrence Bender Productions', 'id': 2253}, {'name': 'IM Global', 'id': 7437}, {'name': 'Automatik Entertainment', 'id': 7625}, {'name': 'Trigger Street Productions', 'id': 11801}, {'name': '87Eleven', 'id': 23008}]","A safe (also called a strongbox or coffer) is a secure lockable box used for securing valuable objects against theft and/or damage from fire. A safe is usually a hollow cuboid or cylinder, with one face being removable or hinged to form a door.",https://en.wikipedia.org/wiki/Safe
Jarhead,72000000,2005-11-04,96889998.0,0.7431107594821088,9.997032,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Neal Street Productions', 'id': 1522}, {'name': 'Red Wagon Entertainment', 'id': 14440}, {'name': 'Motion Picture KAPPA Produktionsgesellschaft', 'id': 19934}]",Jarhead is a nickname for members of the United States Marine Corps.,https://en.wikipedia.org/wiki/Jarhead
Elizabeth: The Golden Age,55000000,2007-09-09,74237563.0,0.74086483684816,7.608242999999999,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Working Title Films', 'id': 10163}]",}},https://en.wikipedia.org/wiki/Elizabeth:_The_Golden_Age
Crimson Peak,55000000,2015-10-13,74679822.0,0.7364773847479176,13.492683999999999,"[{'name': 'Legendary Pictures', 'id': 923}]",| writer         =,https://en.wikipedia.org/wiki/Crimson_Peak
Khumba,20000000,2013-07-18,27187375.0,0.7356355661405339,5.219666999999999,"[{'name': 'Triggerfish Animation', 'id': 33805}]",| writer         =,https://en.wikipedia.org/wiki/Khumba
From Dusk Till Dawn,19000000,1996-01-19,25836616.0,0.7353904241948713,15.339153,"[{'name': 'A Band Apart', 'id': 59}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Los Hooligans Productions', 'id': 11705}, {'name': 'Miramax', 'id': 53009}]",,
Just My Luck,28000000,2006-05-12,38159905.0,0.7337544472398451,6.053567,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Cheyenne Enterprises', 'id': 890}, {'name': 'New Regency Pictures', 'id': 10104}]",Just My Luck may refer to:,https://en.wikipedia.org/wiki/Just_My_Luck
Enough,38000000,2002-05-24,51801187.0,0.733573923701787,6.681286999999999,"[{'name': 'Winkler Films', 'id': 8880}]",Enough may refer to: enough of something like a million bucks. That's ENOUGH money.,https://en.wikipedia.org/wiki/Enough
The Extraordinary Adventures of Adèle Blanc-Sec,25000000,2010-04-09,34100000.0,0.7331378299120235,6.710597999999999,"[{'name': 'TF1 Films Productions', 'id': 356}, {'name': 'Apipoulaï', 'id': 1076}, {'name': 'EuropaCorp', 'id': 6896}]",and the magazine Télérama #2998–3006..,https://en.wikipedia.org/wiki/The_Extraordinary_Adventures_of_Ad%C3%A8le_Blanc-Sec
Asterix at the Olympic Games,97250400,2008-01-13,132900000.0,0.7317562076749435,9.671944,"[{'name': 'Constantin Film', 'id': 47}, {'name': 'TF1 Films Productions', 'id': 356}, {'name': 'Pathé Renn Productions', 'id': 866}, {'name': 'La Petite Reine', 'id': 1992}, {'name': 'Tri Pictures', 'id': 1994}, {'name': 'Sorolla Films', 'id': 1995}, {'name': 'Novo RPI', 'id': 1996}, {'name': 'Canal+', 'id': 5358}, {'name': 'uFilm', 'id': 8676}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'id': 11921}, {'name': 'Les Editions Albert René', 'id': 20409}]","Asterix at the Olympic Games is the 12th comic book album in the Asterix series. Serialized in Pilote issues 434–455 in 1968 (to coincide with the Mexico City Olympics), it was translated into English in 1972 (to coincide with the Munich Olympics).",https://en.wikipedia.org/wiki/Asterix_at_the_Olympic_Games
Small Soldiers,40000000,1998-07-10,54682547.0,0.7314948222876304,10.03936,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'DreamWorks Pictures', 'id': 7293}]",}},https://en.wikipedia.org/wiki/Small_Soldiers
Country Strong,15000000,2010-12-22,20529194.0,0.7306667762991572,4.582024,"[{'name': 'Maguire Entertainment', 'id': 2236}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'Sony Pictures Home Entertainment', 'id': 5388}]",| music          = Michael Brook,https://en.wikipedia.org/wiki/Country_Strong
White House Down,150000000,2013-06-27,205366737.0,0.7304006587980214,9.920223,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'Iron Horse Entertainment (II)', 'id': 34981}, {'name': 'Mythology Entertainment (II)', 'id': 34982}]",,
Keanu,15000000,2016-04-21,20566327.0,0.7293475397916215,7.9420839999999995,"[{'name': 'New Line Cinema', 'id': 12}]",,
The Long Kiss Goodnight,65000000,1996-10-11,89456761.0,0.7266080201584764,14.482345,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Forge', 'id': 2980}, {'name': 'The Steve Tisch Company', 'id': 21920}]",The Long Goodbye}},https://en.wikipedia.org/wiki/The_Long_Kiss_Goodnight
I Love Trouble,45000000,1994-06-29,61947267.0,0.72642429891217,3.570874,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Touchstone Pictures', 'id': 9195}]",I Love Trouble may refer to:,https://en.wikipedia.org/wiki/I_Love_Trouble
